productName,productPrice,productCrossPrice,productRecon,Type de produit,Couleur,El�ment de format,Vitesse du processeur,Famille de processeur,Mod�le de processeur,Fr�quence Turbo (max),Nombre de coeurs de processeurs,Processeur nombre de threads,Le cache du processeur,M�moire interne,Type de m�moire interne,Fr�quence de la m�moire,Disposition de la m�moire,Emplacements m�moire,Element de la forme de m�moire,Capacit� totale de stockage,Supports de stockage,Quantit� de disques durs install�s,Capacit� disque dur,Interface du disque dur,Vitesse de rotation du disque dur,Lecteur de cartes m�moires int�gr�,Taille de l'�cran,R�solution de l'�cran,�cran tactile,R�tro�clairage � DEL,Full HD,Surface d'affichage,Mod�le d'adaptateur graphique � bord,Mod�le d'adaptateur graphique discr�t,Type de lecteur optique,LightScribe,Nombre de haut-parleurs int�gr�s,Microphone int�gr�,Cam�ra avant,Bluetooth,3G,4G,Wifi,Standards wifi,Ethernet/LAN,LAN Ethernet : taux de transfert des donn�es,Version du Bluetooth,Quantit� de Ports USB 2.0,Quantit� de Ports USB 3.0,Quantit� de ports HDMI,Port DVI,Nombre de port ethernet LAN (RJ-45),Entr�e jack microphone,Sortie S/PDIF,Combo casque / microphone Port,Connecteur d' accueil,Entr�e DC,Port ExpressCard,Type de logement de CardBus PCMCIA,Logement SmartCard,Dispositif de pointage,Pav� num�rique,Syst�me d'exploitation install�,Architecture du syst�me d'exploitation,Intel Wireless Display Technology,Technologie Smart Connect d'Intel,Technologie antivol d'Intel,Technologie de protection de l'identit� d'Intel,Technologie vPro d'Intel,Technologies Intel visuelle,Technologie Hyper-Threading d'Intel,La technologie Intel Turbo Boost,Technologie Virtualization d'Intel,Technologie SpeedStep �volu�e d'Intel,Technologie batterie,Nombre de cellules de batterie,Capacit� de la batterie,AC adaptateur puissance,Poids,Largeur,Profondeur,Hauteur,Carte de garantie,Certifi� Energy Star,Conformit� EPEAT
HP 15-r228nf,449 €,699 €,Produit Reconditionn� � neuf,Ordinateur portable,Noir,Bo�te coquille,,Intel Core i3-4xxx,i3-4005U,,2,4,3 Mo,4 Go,DDR3L-SDRAM,1600 MHz,1 x 4 Go,,,500 Go,Disque dur,1,500 Go,SATA,5400 tr/min,Oui,"39,6 cm (15.6"")",1366 x 768 pixels,Non,Oui,Non,Gloss,Intel HD Graphics 4400,NVIDIA GeForce 820M,DVD Super Multi,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11b, 802.11g, 802.11n",Oui,"10,100 Mbit/s",4.0,2,,1,Non,1,Non,Non,Oui,Non,Oui,Non,Non,Non,,Oui,Windows 8.1,64-bit,Oui,Oui,Oui,Oui,Non,"Intel Clear Video HD, Intel Insider, Intel InTru 3D, Intel Quick Sync Video",Oui,Non,VT-x,Oui,Lithium-Ion (Li-Ion),4,41 Wh,65 W,"2,23 kg","37,8 cm","25,9 cm","2,53 cm",Oui,Oui,Argent
HP Pavilion 15-p262nf,499 €,599 €,Produit Reconditionn� � neuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP 15-ac111nf,499 €,799 €,Produit Reconditionn� � neuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Envy 15-k115nf,499 €,799 €,Produit Reconditionn� Grade A,Ordinateur portable,"Noir, Argent",Clapet,,Intel Core i7-4xxx,i7-4510U,,2,4,4 Mo,16 Go,DDR3L-SDRAM,1600 MHz,2 x 8 Go,,,1000 Go,Disque dur,1,1000 Go,SATA,5400 tr/min,Oui,"39,6 cm (15.6"")",1920 x 1080 pixels,Oui,Oui,,,Intel HD Graphics 4400,NVIDIA GeForce 840M,DVD Super Multi,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11a, 802.11ac, 802.11b, 802.11g, 802.11n",Oui,"10,100,1000 Mbit/s",4.0,,,1,Non,1,Non,Non,Oui,Non,Oui,Non,Non,Non,Trackpad,Oui,Windows 8.1,64-bit,Oui,Oui,Oui,Oui,Non,,Oui,2.0,VT-x,Oui,Lithium-Ion (Li-Ion),4,41 Wh,90 W,"2,6 kg","38,5 cm",26 cm,"2,81 cm",Oui,,
HP Pavilion 15-ab232nf,499 €,799 €,Produit Reconditionn� � neuf,Ordinateur portable,Argent,Clapet,,Intel Core i7-5xxx,i7-5500U,,2,4,4 Mo,6 Go,DDR3L-SDRAM,,1 x 2 + 1 x 4,,,1000 Go,Disque dur,1,1000 Go,SATA,5400 tr/min,Oui,"39,6 cm (15.6"")",1366 x 768 pixels,Non,Oui,,,Intel HD Graphics 5500,NVIDIA GeForce 940M,DVD Super Multi,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11b, 802.11g, 802.11n",Oui,"10,100 Mbit/s",4.0,1,,1,Non,1,Non,Non,Oui,Non,Oui,Non,Non,Non,,Oui,Windows 10 Home,64-bit,Oui,,Non,Oui,Non,,Oui,2.0,"VT-x, VT-d",Oui,Lithium-Ion (Li-Ion),4,41 Wh,,"2,29 kg","28,4 cm","26,1 cm","2,52 cm",,Oui,Argent
HP Pavilion 15-p228nf,499 €,699 €,Produit Reconditionn� � neuf,Ordinateur portable,"Noir, Argent",Bo�te coquille,,Intel Core i3-5xxx,i3-5010U,,2,4,3 Mo,8 Go,DDR3L-SDRAM,1600 MHz,1 x 8 Go,2x SO-DIMM,SO-DIMM,1000 Go,Disque dur,1,1000 Go,SATA,5400 tr/min,Oui,"40 cm (16"")",1920 x 1080 pixels,Non,Oui,Oui,,Intel HD Graphics 5500,NVIDIA GeForce 830M,DVD Super Multi,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11b, 802.11g, 802.11n",Oui,"10,100 Mbit/s",4.0,1,2,1,Non,1,Non,Non,Oui,Non,Oui,Non,Non,Non,,Oui,Windows 8.1,64-bit,Oui,,,Oui,Non,"Intel Clear Video HD, Intel Insider, Intel InTru 3D, Intel Quick Sync Video",Oui,Non,"VT-d, VT-x",Oui,Lithium-Ion (Li-Ion),4,41 Wh,65 W,2 kg,38 cm,26 cm,2 cm,Oui,Oui,Argent
HP Pavilion 15-ac151sa,529 €,899 €,Produit Reconditionn� � neuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion 15-ab232nf,549 €,799 €,Produit Reconditionn� � neuf,Ordinateur portable,Argent,Clapet,,Intel Core i7-5xxx,i7-5500U,,2,4,4 Mo,6 Go,DDR3L-SDRAM,,1 x 2 + 1 x 4,,,1000 Go,Disque dur,1,1000 Go,SATA,5400 tr/min,Oui,"39,6 cm (15.6"")",1366 x 768 pixels,Non,Oui,,,Intel HD Graphics 5500,NVIDIA GeForce 940M,DVD Super Multi,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11b, 802.11g, 802.11n",Oui,"10,100 Mbit/s",4.0,1,,1,Non,1,Non,Non,Oui,Non,Oui,Non,Non,Non,,Oui,Windows 10 Home,64-bit,Oui,,Non,Oui,Non,,Oui,2.0,"VT-x, VT-d",Oui,Lithium-Ion (Li-Ion),4,41 Wh,,"2,29 kg","28,4 cm","26,1 cm","2,52 cm",,Oui,Argent
HP Envy dv6-7291sf,549 €,799 €,Produit Reconditionn� Grade B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion 15-p294nf,549 €,799 €,Produit Reconditionn� � neuf,Ordinateur portable,"Noir, Argent",Bo�te coquille,,Intel Core i7-5xxx,i7-5500U,,2,4,4 Mo,6 Go,DDR3L-SDRAM,1600 MHz,1 x 2 + 1 x 4,2x SO-DIMM,SO-DIMM,1000 Go,Disque dur,1,1000 Go,SATA,5400 tr/min,Oui,"40 cm (16"")",1366 x 768 pixels,Non,Oui,Non,,Intel HD Graphics 5500,NVIDIA GeForce 840M,DVD Super Multi,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11b, 802.11g, 802.11n",Oui,"10,100 Mbit/s",4.0,1,2,1,Non,1,Non,Non,Oui,Non,Oui,Non,Non,Non,,Oui,Windows 8.1,64-bit,Oui,,,Oui,Non,"Intel Clear Video HD, Intel Insider, Intel InTru 3D, Intel Quick Sync Video",Oui,2.0,"VT-d, VT-x",Oui,Lithium-Ion (Li-Ion),4,41 Wh,65 W,2 kg,38 cm,26 cm,2 cm,Oui,Oui,Argent
HP Envy 15-k201nf,639 €,999 €,Produit Reconditionn� � neuf,Ordinateur portable,"Noir, Argent",Bo�te coquille,,Intel Core i7-5xxx,i7-5500U,,2,4,4 Mo,4 Go,DDR3L-SDRAM,1600 MHz,1 x 4 Go,2x SO-DIMM,SO-DIMM,750 Go,Disque dur,1,750 Go,SATA,5400 tr/min,Oui,"40 cm (16"")",1366 x 768 pixels,Non,Oui,Non,Matt,Intel HD Graphics 5500,NVIDIA GeForce GTX 850M,DVD Super Multi,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11b, 802.11g, 802.11n",Oui,"10,100,1000 Mbit/s",4.0,,3,1,Non,1,Non,Non,Oui,Non,Oui,Non,Non,Non,Trackpad,Oui,Windows 8.1,64-bit,Oui,,,Oui,Non,"Intel Clear Video HD, Intel Insider, Intel InTru 3D, Intel Quick Sync Video",Oui,2.0,"VT-d, VT-x",Oui,Lithium Polym�re (LiPo),4,41 Wh,90 W,2 kg,38 cm,26 cm,3 cm,Oui,Oui,Argent
HP Pavilion 15-ab237nf,649 €,899 €,Produit Reconditionn� � neuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Stream 11-r050sa,159 €,199 €,Produit Reconditionn� � neuf,Ordinateur portable,Bleu,,,Intel® Celeron®,,,2,2,2 Mo,,,,,,,,Flash,,,,,,,,,,,Matt,,,Non,Non,,,,Oui,Non,Non,Oui,"802.11b, 802.11g, 802.11n",Non,,4.0,,,,Non,,,Non,Oui,Non,,Non,Non,Non,Pavé tactile,,,,Oui,Non,Non,,Non,,Non,Non,,,Lithium Polymère (LiPo),2,,45 W,"1,18 kg",30 cm,"20,6 cm","1,84 cm",,,
HP Stream 11-d060sa,169 €,299 €,Produit Reconditionn� Grade C,Ordinateur portable,Bleu,Bo�te coquille,,Intel Celeron,N2840,,2,2,1 Mo,2 Go,DDR3L-SDRAM,1333 MHz,,,Int�gr�,32 Go,Flash,,,,,Oui,"29,5 cm (11.6"")",1366 x 768 pixels,Non,Oui,Non,,Intel HD Graphics,Non,Non,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11b, 802.11g, 802.11n",Non,,4.0,1,,1,Non,,Non,Non,Oui,Non,Oui,Non,Non,Non,,Non,Windows 8.1,64-bit,Oui,Oui,Non,,Non,,Non,Non,VT-x,Oui,Lithium-Ion (Li-Ion),3,37 Wh,45 W,"1,28 kg",30 cm,"20,6 cm","1,97 cm",Oui,Oui,Argent
HP Stream 11-d060sa,169 €,299 €,Produit Reconditionn� Grade B,Ordinateur portable,Bleu,Bo�te coquille,,Intel Celeron,N2840,,2,2,1 Mo,2 Go,DDR3L-SDRAM,1333 MHz,,,Int�gr�,32 Go,Flash,,,,,Oui,"29,5 cm (11.6"")",1366 x 768 pixels,Non,Oui,Non,,Intel HD Graphics,Non,Non,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11b, 802.11g, 802.11n",Non,,4.0,1,,1,Non,,Non,Non,Oui,Non,Oui,Non,Non,Non,,Non,Windows 8.1,64-bit,Oui,Oui,Non,,Non,,Non,Non,VT-x,Oui,Lithium-Ion (Li-Ion),3,37 Wh,45 W,"1,28 kg",30 cm,"20,6 cm","1,97 cm",Oui,Oui,Argent
HP 14-ac101nf,179 €,299 €,Produit Reconditionn� � neuf,Ordinateur portable,Blanc,Clapet,,Intel Celeron,N3050,,2,2,2 Mo,2 Go,DDR3L-SDRAM,,,,Int�gr�,32 Go,Flash,,,,,Oui,"35,6 cm (14"")",1366 x 768 pixels,Non,Oui,,,Intel HD Graphics,Non,,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11b, 802.11g, 802.11n",Oui,"10,100 Mbit/s",4.0,2,,1,Non,1,Non,Non,Oui,Non,Oui,Non,Non,Non,,Non,Windows 10 Home,64-bit,Oui,Non,Non,Oui,Non,,Non,Non,VT-x,Oui,Lithium-Ion (Li-Ion),4,41 Wh,,"1,94 kg","34,5 cm","24,1 cm","2,39 cm",,Oui,Argent
HP Stream 13-c055sa,189 €,329 €,Produit Reconditionn� Grade B,Ordinateur portable,Bleu,Bo�te coquille,,Intel Celeron,N2840,,2,2,1 Mo,2 Go,DDR3L-SDRAM,1333 MHz,1 x 2 Go,1x SO-DIMM,Int�gr�,32 Go,SSD,,,,,Oui,"33,8 cm (13.3"")",1366 x 768 pixels,Non,Oui,Non,Matt,Intel HD Graphics,Non,Non,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11b, 802.11g, 802.11n",Non,,4.0,2,,1,Non,,,Non,Oui,Non,Oui,Non,Non,Non,Pav� tactile,Non,Windows 8.1,64-bit,Oui,Oui,Non,Non,Non,,Non,Non,VT-x,Oui,Lithium-Ion (Li-Ion),3,37 Wh,45 W,"1,55 kg","33,3 cm","22,9 cm","1,95 cm",,Oui,Argent
HP Stream 13-c055sa,189 €,329 €,Produit Reconditionn� Grade A,Ordinateur portable,Bleu,Bo�te coquille,,Intel Celeron,N2840,,2,2,1 Mo,2 Go,DDR3L-SDRAM,1333 MHz,1 x 2 Go,1x SO-DIMM,Int�gr�,32 Go,SSD,,,,,Oui,"33,8 cm (13.3"")",1366 x 768 pixels,Non,Oui,Non,Matt,Intel HD Graphics,Non,Non,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11b, 802.11g, 802.11n",Non,,4.0,2,,1,Non,,,Non,Oui,Non,Oui,Non,Non,Non,Pav� tactile,Non,Windows 8.1,64-bit,Oui,Oui,Non,Non,Non,,Non,Non,VT-x,Oui,Lithium-Ion (Li-Ion),3,37 Wh,45 W,"1,55 kg","33,3 cm","22,9 cm","1,95 cm",,Oui,Argent
HP Stream 11-d016nf,189 €,299 €,Produit Reconditionn� � neuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Stream 13-c100nf,219 €,399 €,Produit Reconditionn� � neuf,Ordinateur portable,Bleu,Clapet,,Intel Celeron,N3050,,2,2,2 Mo,2 Go,DDR3L-SDRAM,,,,Int�gr�,32 Go,Flash,,,,,Oui,"33,8 cm (13.3"")",1366 x 768 pixels,Non,Oui,,Matt,Intel HD Graphics,Non,Non,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11b, 802.11g, 802.11n",Non,,4.0,1,,1,Non,,Non,Non,Oui,Non,Oui,Non,Non,Non,Pav� tactile,Non,Windows 10 Home,64-bit,Oui,Non,Non,Oui,Non,,Non,Non,,Oui,Lithium-Ion (Li-Ion),3,37 Wh,45 W,"1,55 kg","33,3 cm","22,9 cm","1,95 cm",,Oui,Argent
HP 14-R111NF,269 €,499 €,Produit Reconditionn� Grade C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP 11-K005NF,269 €,399 €,Produit Reconditionn� Grade B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP X2 11-H060EF,289 €,489 €,Produit Reconditionn� Grade B,,Noir,,2 GHz,Intel Pentium,,,4,4,2 Mo,,,,,,,,SSD,,,,,,,,,,Non,,,,Non,Non,,,,Oui,Non,Non,Oui,"802.11b, 802.11g, 802.11n",Non,,,,,,Non,,,Non,Oui,Non,,Non,Non,Non,,,,,Non,,,,,Non,,Non,,,Lithium Polymère (LiPo),,,45W,"1,49 kg","30,3 cm","20,7 cm","2,23 cm",,,
HP 14-ac003nf,319 €,499 €,Produit Reconditionn� � neuf,Ordinateur portable,"Noir, Blanc",Clapet,,Intel Core i3-4xxx,i3-4005U,,2,4,3 Mo,4 Go,DDR3L-SDRAM,1600 MHz,1 x 4 Go,,,1000 Go,Disque dur,1,1000 Go,SATA,5400 tr/min,Oui,"35,6 cm (14"")",1366 x 768 pixels,Non,Oui,,,Intel HD Graphics 4400,Non,DVD Super Multi,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11g, 802.11b, 802.11n",Oui,"10,100 Mbit/s",4.0 LE,2,,1,Non,1,Non,Non,Oui,Non,Oui,Non,Non,Non,,Non,Windows 8.1,64-bit,Oui,Oui,Oui,Oui,Non,,Oui,Non,VT-x,Oui,Lithium Polym�re (LiPo),4,41 Wh,,"1,94 kg","34,5 cm","24,1 cm","2,39 cm",,Oui,Argent
HP Elitebook 8470p,329 €,699 €,Produit Reconditionn� � neuf,Ordinateur portable,Gris,Bo�te coquille,,Intel Core i5-3xxx,i5-3320M,,2,4,3 Mo,4 Go,DDR3-SDRAM,1600 MHz,,2x SO-DIMM,,320 Go,Disque dur,1,320 Go,SATA,7200 tr/min,Oui,"36 cm (14"")",1366 x 768 pixels,Non,Oui,,,Intel HD Graphics 4000,,DVD Super Multi DL,,2,Oui,�,Oui,,,Oui,"802.11b, 802.11g, 802.11n",Oui,"10,100,1000 Mbit/s",4.0,1,2,,Non,1,Oui,Non,,Oui,Oui,Oui,Non,Oui,Pav� tactile,Non,Windows 7 Professional,64-bit,,,Oui,,,"Intel Clear Video HD, Intel Insider, Intel InTru 3D, Intel Quick Sync Video",Oui,2.0,,,Lithium-Ion (Li-Ion),6,62 Wh,65 W,2 kg,34 cm,23 cm,3 cm,,,
Hp 14-r017nf,329 €,599 €,Produit Reconditionn� Grade B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP 14-r209nf,349 €,499 €,Produit Reconditionn� � neuf,Ordinateur portable,"Noir, Blanc",Bo�te coquille,,Intel Core i3-4xxx,i3-4005U,,3,4,3 Mo,6 Go,DDR3L-SDRAM,1600 MHz,1 x 2 + 1 x 4,2x SO-DIMM,,1000 Go,Disque dur,1,1000 Go,SATA,5400 tr/min,Oui,"36 cm (14"")",1366 x 768 pixels,Non,Oui,Non,Gloss,Intel HD Graphics 4400,NVIDIA GeForce 820M,DVD Super Multi,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11g, 802.11b, 802.11n",Oui,"10,100 Mbit/s",4.0,2,1,1,Non,1,Non,Non,Oui,Non,Oui,Non,,,Pav� tactile,Non,Windows 8.1,64-bit,Oui,Oui,Oui,Oui,Non,"Intel Clear Video HD, Intel Insider, Intel InTru 3D, Intel Quick Sync Video",Oui,Non,VT-x,Oui,Lithium Polym�re (LiPo),4,41 Wh,65 W,2 kg,34 cm,24 cm,3 cm,Oui,Oui,Argent
HP 14-r207nf,379 €,599 €,Produit Reconditionn� � neuf,Ordinateur portable,"Noir, Blanc",Bo�te coquille,,Intel Core i3-4xxx,i3-4005U,,2,4,3 Mo,4 Go,DDR3L-SDRAM,1600 MHz,1 x 4 Go,2x SO-DIMM,,1000 Go,Disque dur,1,1000 Go,SATA,5400 tr/min,Oui,"36 cm (14"")",1366 x 768 pixels,Non,Oui,Non,Gloss,Intel HD Graphics 4400,Non,DVD Super Multi,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11b, 802.11g, 802.11n",Oui,"10,100 Mbit/s",4.0,2,1,1,Non,1,Non,Non,Oui,Non,Oui,Non,Non,Non,,Non,Windows 8.1,64-bit,Oui,Oui,Oui,Oui,Non,"Intel Clear Video HD, Intel Insider, Intel InTru 3D, Intel Quick Sync Video",Oui,Non,VT-x,Oui,Lithium-Ion (Li-Ion),4,41 Wh,45 W,2 kg,34 cm,24 cm,3 cm,Oui,Oui,Argent
HP ProBook 4540S,399 €,599 €,Produit Reconditionn� � neuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion 13-b201nf,439 €,699 €,Produit Reconditionn� � neuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP 14-ac104nf,449 €,699 €,Produit Reconditionn� � neuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Envy 13-d003nf,909 €,1 499 €,Produit Reconditionn� � neuf,Ordinateur portable,Argent,Clapet,,Intel Core i7-6xxx,i7-6500U,,2,4,4 Mo,8 Go,DDR3L-SDRAM,,,,Int�gr�,256 Go,SSD,,,,,Oui,"33,8 cm (13.3"")",3200 x 1800 pixels,Non,Oui,,,Intel HD Graphics 520,Non,Non,Non,2,Oui,Oui,Oui,Non,Non,Oui,"802.11b, 802.11g, 802.11n",Non,,4.0,,,1,Non,,Non,Non,Oui,Non,Oui,Non,Non,Non,,Non,Windows 10 Home,64-bit,Oui,,Non,Oui,Non,,Oui,2.0,"VT-x, VT-d",Oui,Lithium Polym�re (LiPo),3,45 Wh,,"1,36 kg","32,6 cm","22,6 cm","1,29 cm",,Oui,Argent
Acer Aspire E5-573G-P35U,330 €,594 €,Produit Reconditionn� Grade A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer E5-573T-P0VK,313 €,563 €,Produit Reconditionn� Grade A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire VN7-791G-526U,624 €,1 122 €,Produit Reconditionn� Grade A,Ordinateur portable,Noir,Clapet,,Intel Core i5-4xxx,i5-4210H,,2,4,3 Mo,6 Go,DDR3L-SDRAM,,,2x SO-DIMM,,1000 Go,Hybrid-HDD,,,,,Oui,"43,9 cm (17.3"")",1920 x 1080 pixels,Non,Oui,,,Intel HD Graphics 4600,NVIDIA GeForce GTX 950M,DVD Super Multi,,,Oui,Oui,Oui,Non,Non,Oui,802.11ac,Oui,"10,100,1000 Mbit/s",,2,,1,Non,1,Non,Non,Oui,Non,Oui,Non,Non,Non,Pav� tactile,Oui,Windows 10 Home,64-bit,Oui,,Oui,Oui,Non,,Oui,2.0,"VT-x, VT-d",Oui,Lithium-Ion (Li-Ion),3,4450 mAh,135 W,3 kg,"42,3 cm","29,3 cm","2,54 cm",,,
Acer Aspire 5250-E304G75Mn,213 €,384 €,Produit Reconditionn� Grade B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire E5-521-20AP,253 €,456 €,Produit Reconditionn� Grade B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire E5-531-C5A5,293 €,528 €,Produit Reconditionn� Grade A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire E5-522-47RS,299 €,539 €,Produit Reconditionn� Grade A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire E5-511P-C7HW,333 €,600 €,Produit Reconditionn� Grade A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire ES1-731G-P1P1,337 €,607 €,Produit Reconditionn� Grade A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire E5-573-37FD,341 €,614 €,Produit Reconditionn� Grade A,Ordinateur portable,Noir,Clapet,,Intel Core i3-5xxx,i3-5005U,,2,4,3 Mo,4 Go,DDR3L-SDRAM,,,2x SO-DIMM,SO-DIMM,1000 Go,Disque dur,1,1000 Go,SATA,5400 tr/min,Oui,"39,6 cm (15.6"")",1366 x 768 pixels,Non,Oui,,,Intel HD Graphics 5500,Non,DVD Super Multi,,,Oui,Oui,Oui,Non,Non,Oui,"802.11ac, 802.11b, 802.11g, 802.11n",Oui,,4.0,1,,1,Non,1,Oui,Non,,Non,Non,Non,Non,Non,Pav� tactile,Oui,Windows 10 Home,64-bit,Oui,Non,Non,Oui,Non,,Oui,Non,,Oui,Lithium-Ion (Li-Ion),4,2520 mAh,65 W,"2,4 kg","38,2 cm","25,6 cm","2,92 cm",,,
Acer Aspire E5-721-24MM,343 €,617 €,Produit Reconditionn� Grade A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire ES1-731G-P0G0,356 €,640 €,Produit Reconditionn� Grade A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire E5-731-P7K2,360 €,648 €,Produit Reconditionn� Grade A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire E5-772-314T,368 €,663 €,Produit Reconditionn� Grade A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire E5-771G-39MD,373 €,672 €,Produit Reconditionn� Grade A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire V3-572G-33V1,373 €,672 €,Produit Reconditionn� Grade A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire E5-771-33DK,387 €,697 €,Produit Reconditionn� Grade A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
